Scheme_ID,Scheme_Name,Ministry,Category,Launch_Year,Target_Beneficiaries,Budget_Allocated_Crore,Budget_Utilized_Crore,States_Covered,Beneficiaries_Reached_Lakh,Status,Mode,Gender_Focus,Age_Group,Application_Mode,Success_Rate_%,Grievances_Filed,Grievances_Resolved,Scheme_Duration_Years,Annual_Report_Available,Website_Available,PM_Flagship,Nodal_Agency,Remarks
S1102,Digital Railway Connectivity Vikas Yojana,Ministry of Ports,Infrastructure,1977,Rural Poor,437065,164748,All States,4275.95,Active,Scholarship,Children,21-45,Offline,36.4,477466,372639,1981,No,Yes,No,India Post,
S1103,National River Cleaning Mission,Ministry of Women and Child,Housing,1988,Small Entrepreneurs,468163,226367,All States,,Active,Free Service,SC/OBC,Jun-14,Online,55.7,200591,127522,2006,No,Yes,Yes,NABARD,
S1104,Rashtriya Irrigation Vikas Yojana,Ministry of MSME,Transport,1983,Women,484194,221242,31,9223.3,Active,Fellowship,Children,60+,Multiple,66.3,93946,70417,8,No,Yes,No,NPCI,Data partially available
S1105,Central Language Shiksha Yojana,Ministry of Power,Rural Development,1991,Youth,219532,163591,All States,7103.59,Active,Scholarship,SC/OBC,18-45,Multiple,77.5,157477,,2024,Yes,No,No,MoRD,Data partially available
S1106,Pradhan Mantri Cold Chain Sinchai Yojana,Ministry of Railways,Digital Infrastructure,1953,Migrant Workers,85162,28088,All States,,Completed,Subsidy,SC/ST,18-45,N/A,34.7,438380,269926,1,Yes,Yes,No,Banks,Scheme under review
S1107,Digital Leather Industry Swasthya Yojana,Ministry of Defence,Sports,2009,Urban Poor,144927,57846,4,3938.38,Closed,Fellowship,Children,Jun-18,Offline,43.9,207360,140681,4,Yes,Yes,No,NRLM,Extended beyond original timeline
S1108,Jan Cultural Promotion Suraksha Yojana,Ministry of Fisheries,Urban Development,1958,Pregnant Women,299996,171739,All States,,Active,Direct Benefit Transfer,Women/Children,18-45,Online/Offline,56.2,55843,,Ongoing,Yes,No,Yes,MoE,Discontinued after 2020
S1109,PM Airport Sadak Yojana,Ministry of Textiles,Education,2016,Students,54154,31175,All States,12108.32,Active,Pension Scheme,SC/OBC,16-59,Online,79.2,162096,120017,Ongoing,Yes,No,Yes,NIC,
S1110,Deendayal Metro Rail Abhiyan,Ministry of Defence,Manufacturing,1981,Senior Citizens,441140,,All States,9133.94,Active,Subsidy,Women,21-30,N/A,41.7,442139,402713,2011,No,Yes,No,MoHFW,Subsumed into larger mission
S1111,Bharat Language Pani Yojana,Ministry of Steel,Innovation,1973,Fishers,341848,339846,All States,11901.7,Active,Insurance,Children,21-45,Multiple,43.6,40318,29802,4,No,Yes,Yes,DRDA,Extended beyond original timeline
S1112,Rajiv Gandhi Road Construction Jan Vikas,Ministry of Agriculture,Child Protection,1978,Rural Poor,83065,25173,35,12217.78,Active,Micro Credit,Women,18-60,Online/Offline,38.2,64317,48835,Ongoing,Yes,No,No,DPIIT,Extended beyond original timeline
S1113,Pradhan Mantri Drought Relief Abhiyan,Ministry of Environment,Social Security,1973,Pregnant Women,20344,8700,All States,10191.58,Closed,Awareness,Women/Children,0-6,Online,63.5,160159,157602,1984,Yes,Yes,No,SIDBI,Scheme under review
S1114,National Women Safety Shakti,Ministry of Panchayati Raj,Child Protection,1985,All Citizens,187036,105538,All States,14308.83,Under Review,Savings Scheme,Women/Children,30+,Multiple,52.1,488733,304839,15,Yes,Yes,No,NFDB,Merged with another scheme
S1115,Pradhan Mantri Solar Energy Abhiyan,Ministry of Minority Affairs,Child Development,1972,Migrant Workers,192205,198088,13,2487.36,Closed,Scholarship,SC/OBC,18+,Multiple,76.1,200791,179421,14,Yes,Yes,No,NIC,State-level implementation
S1116,Deendayal Cold Chain Karyakram,Ministry of Shipping,Digital Infrastructure,2003,Students,417115,433654,All States,14567.65,Active,In-Kind,SC/ST,14-18,Multiple,,278831,258903,Ongoing,Yes,Yes,No,HUDCO,Data partially available
S1117,Jan Mental Health Kaushal,Ministry of Culture,Sanitation,1978,OBC,153034,111490,All States,8258.28,Active,Loan Guarantee,Women/Children,21-30,Multiple,70.9,244026,179249,2002,No,Yes,No,India Post,
S1118,National Sanitation Sadak Yojana,Ministry of Mines,Marine Development,2007,Rural Poor,147494,54849,All States,8993.64,Active,Cash Incentive,Children,21-30,N/A,73.3,178156,155051,Ongoing,Yes,Yes,Yes,HUDCO,
S1119,Gram Horticulture Programme,Ministry of Housing,Regional Development,2005,Unorganised Workers,146208,149263,17,6216.43,Active,Infrastructure,All,Jun-14,Multiple,84.5,121174,88520,11,Yes,Yes,Yes,FCI,Merged with another scheme
S1120,Integrated Aadhaar Integration Abhiyan,Ministry of Tribal Affairs,Tribal Development,1962,Persons with Disability,302084,247929,All States,,Active,Training,All,15-35,Online/Offline,76.5,35968,26241,1966,No,Yes,No,Gram Panchayats,Discontinued after 2020
S1121,Gram Elderly Care Suraksha Yojana,Ministry of New Energy,Employment,2006,Women,254373,124364,All States,10518.3,Closed,Infrastructure,Children,15-45,Online,,311050,278928,2011,Yes,Yes,No,MeitY,
S1122,Indira Gandhi Persons with Disability Yojana,Ministry of Sports,Financial Inclusion,1993,All Citizens,124449,69475,All States,8830.06,Active,Loan Guarantee,All,18+,Online/Offline,66.4,274888,262570,2025,Yes,Yes,No,NDDB,
S1123,National Metro Rail Urja Yojana,Ministry of Petroleum,Tourism,1953,Urban Poor,390875,205973,All States,3929.8,Completed,Tax Benefits,All,15-35,Offline,78,226804,217051,1977,No,Yes,No,AAI,
S1124,Dr. Ambedkar Digital Literacy Abhiyan,Ministry of Heavy Industries,Education,2014,Persons with Disability,32888,25482,All States,14919.42,Active,Cash Incentive,SC/ST,30+,N/A,79.1,447208,425332,7,No,Yes,No,PFRDA,COVID-19 relief component
S1125,Scheme for Air Pollution Kalyan Yojana,NITI Aayog,Research,1993,Youth,333581,174342,10,,Active,In-Kind,Women/Children,15-45,Online,63.9,223774,218619,Ongoing,Yes,No,No,Gram Panchayats,No direct govt budget
S1126,Integrated Organic Farming Samman Nidhi,Ministry of Shipping,Education,1964,Fishers,451900,269020,All States,11822.05,Under Review,Reimbursement,SC/ST,0-6,N/A,74,407802,392808,2007,Yes,Yes,No,NSDC,COVID-19 relief component
S1127,Indira Gandhi Iodine Deficiency Urja Yojana,Ministry of Textiles,Environment,1972,Students,354283,129398,All States,4367,Closed,Awareness,Women,18-70,N/A,38.4,392368,359395,1994,Yes,Yes,No,LIC,Extended beyond original timeline
S1128,Deendayal Orphan Welfare Swasthya Yojana,Ministry of Science and Technology,Urban Livelihood,1961,Tribal Communities,109080,35910,All States,851.85,Under Review,Legal Framework,SC/OBC,Jun-14,N/A,57.2,461558,394507,Ongoing,Yes,Yes,No,CGWB,No direct govt budget
S1129,Samagra Drought Relief Bima Yojana,Ministry of Agriculture,Social Security,1989,Senior Citizens,211455,85853,All States,409.76,Active,Subsidy,SC/ST,21-30,Online,86.4,395779,321619,1993,Yes,Yes,No,EPFO,Pilot phase
S1130,Central Animal Husbandry Yojana,Ministry of Textiles,Women Empowerment,1987,Pregnant Women,433998,320050,All States,14184.85,Active,Legal Framework,SC/OBC,30+,Multiple,61,170107,141642,3,No,Yes,No,Banks,
S1131,Jan Persons with Disability Kalyan Yojana,Ministry of Defence,Manufacturing,2019,Minorities,,,All States,12361.8,Active,Training,SC/OBC,18-60,Online/Offline,62.1,105110,70731,13,Yes,Yes,Yes,FCI,
S1132,Mahatma Gandhi Startup Support Sadak Yojana,Ministry of Jal Shakti,Child Protection,2019,Artisans,178420,123351,All States,6960.98,Active,Price Support,All,60+,Offline,45.9,470635,447026,2029,Yes,Yes,No,NHA,Budget revised upward
S1133,Bharat Handicrafts Initiative,Ministry of Heavy Industries,Agriculture,2012,Persons with Disability,62230,58083,All States,10237.34,Active,Micro Credit,Women/Children,21-35,N/A,82.9,458613,369488,13,Yes,Yes,No,NFDB,New phase announced
S1134,Central Maternal Health Shakti,PMO,Organic Farming,1978,Minorities,315532,177180,All States,13168.35,Active,Wage Employment,SC/OBC,21-35,N/A,57.5,187337,134539,15,Yes,No,No,EPFO,Merged with another scheme
S1135,PM Maternal Health Programme,Ministry of Agriculture,Marine Development,1964,All Citizens,204043,72226,All States,13664.83,Under Review,Grant,Women,22-35,N/A,55,471831,309120,Ongoing,No,No,Yes,Gram Panchayats,
S1136,Gram Urban Housing Urja Yojana,Ministry of Education,Child Development,1958,SC/ST,342438,192104,All States,10854.02,Active,Free Service,SC/ST,21-45,Online,,466016,382033,Ongoing,Yes,Yes,Yes,NFDB,Extended beyond original timeline
S1137,Mission Skill Upgradation Rozgar Yojana,Ministry of Finance,Marine Development,1974,Tribal Communities,163217,125314,All States,9240.68,Active,In-Kind,Women,21-30,Offline,92.3,492555,412969,2011,No,Yes,No,MoE,
S1138,Scheme for Post Harvest Yojana,Ministry of Jal Shakti,Skill Development,2000,All Citizens,300172,130113,All States,2082.49,Completed,Insurance,SC/OBC,21-30,N/A,40.3,455677,,Ongoing,Yes,Yes,Yes,NRLM,COVID-19 relief component
S1139,Deendayal Inland Waterways Awaas Yojana,Ministry of Law and Justice,Organic Farming,1970,Fishers,113102,85823,10,2672.52,Active,Pension Scheme,All,18-60,Online,43.9,425401,,Ongoing,Yes,Yes,No,DFPD,Scheme under review
S1140,Central Dengue Prevention Bima Yojana,Ministry of Skill Development,Housing,2009,Rural Poor,238369,244870,15,14629.55,Completed,Direct Benefit Transfer,SC/ST,Jun-14,Multiple,86.2,445657,420647,5,Yes,No,No,PMO,COVID-19 relief component
S1141,State Dengue Prevention Mission,Ministry of Railways,Child Protection,1974,Minorities,262241,267731,All States,,Closed,Free Service,Children,0-18,N/A,69.8,214104,204901,15,Yes,Yes,No,EPFO,No direct govt budget
S1142,Rajiv Gandhi Olympic Training Shiksha Yojana,Ministry of MSME,Financial Inclusion,2016,OBC,218844,,All States,9987.57,Active,In-Kind,Women/Children,60+,Online/Offline,82.8,333866,264467,2020,Yes,No,No,UIDAI,
S1143,Central Maternal Health Karyakram,Ministry of Food Processing,Governance,1978,Urban Poor,450976,205102,All States,222.22,Active,Wage Employment,All,15-35,Multiple,45.5,104803,76250,12,Yes,Yes,Yes,NDDB,Budget revised upward
S1144,Rajiv Gandhi Child Nutrition Shiksha Yojana,Ministry of Science and Technology,Environment,1997,Youth,369022,375703,All States,11011.83,Active,Wage Employment,Women/Children,Jun-18,Multiple,48.2,76095,60684,1,Yes,Yes,Yes,PFRDA,
S1145,Swachh Elderly Care Jan Vikas,Ministry of Labour,Energy,2013,Tribal Communities,181061,101995,All States,,Under Review,Training,Women,18-60,Multiple,65.5,140799,122794,10,Yes,No,No,DAHD,New phase announced
S1146,Jan Animal Husbandry Sadak Yojana,Ministry of Skill Development,Marine Development,1990,Women,394549,,All States,6012.08,Closed,Micro Credit,All,18-45,Multiple,94,57441,49574,1,No,Yes,No,HUDCO,
S1147,Swachh Fertilizer Rozgar Yojana,Ministry of MSME,Disaster Relief,2002,Migrant Workers,,,All States,3879.78,Active,Reimbursement,Children,Jun-14,Online/Offline,64.6,289427,194151,12,Yes,Yes,No,LIC,
S1148,Jan Leather Industry Yojana,Ministry of Steel,Transport,2001,Tribal Communities,,,All States,,Under Review,Wage Employment,Women,18-60,Online,94.3,20610,12500,7,Yes,Yes,No,NFDB,Subsumed into larger mission
S1149,Deendayal Drought Relief Awaas Yojana,Ministry of Science and Technology,Regional Development,2021,Rural Poor,158084,79735,All States,7889.59,Active,Insurance,SC/ST,21-45,Offline,88.8,150339,92368,Ongoing,Yes,Yes,No,QCI,Missing beneficiary data
S1150,Gram Rural Housing Mission,Ministry of Jal Shakti,Urban Livelihood,1993,Urban Poor,325992,224130,All States,6789.36,Active,Training,Children,0-18,N/A,68,488333,365887,2016,Yes,Yes,Yes,Gram Panchayats,Subsumed into larger mission
S1151,Central Women Safety Awaas Yojana,Ministry of Ports,Tribal Development,2014,All Citizens,110304,,All States,11711.11,Under Review,Micro Credit,SC/ST,Jun-14,Multiple,84.3,431737,352650,8,Yes,No,Yes,DAHD,Merged with another scheme
S1152,Swachh Mental Health Shakti,Ministry of Road Transport,Financial Inclusion,1974,OBC,417756,305758,6,13517.67,Completed,Multiple,SC/OBC,14-18,Online/Offline,52.2,297991,182002,1991,Yes,Yes,No,NIC,Extended beyond original timeline
S1153,Integrated Seed Development Kaushal,Ministry of Steel,Housing,1983,Students,199457,162945,1,9842.38,Active,Cash Incentive,Children,18-40,Offline,42.2,154254,125230,2016,No,Yes,No,REC,Extended beyond original timeline
S1154,Mukhyamantri Higher Education Rozgar Yojana,Ministry of Jal Shakti,Environment,1957,OBC,67979,50992,All States,3579.15,Active,Multiple,Women,18-45,Online,41.8,131487,121709,1987,Yes,Yes,Yes,NFDB,Merged with another scheme
S1155,Swachh Rural Housing Scheme,Ministry of Skill Development,Agriculture,1964,Students,,,All States,,Active,Reimbursement,SC/ST,15-45,Online,43,481481,455807,1992,Yes,Yes,No,SFAC,
S1156,PM Maternal Health Shakti,Ministry of Development of NE,Urban Development,2019,Pregnant Women,460668,435453,All States,13932.97,Closed,Cash Incentive,Women,15-35,Multiple,53.5,217031,,2025,Yes,No,No,DAHD,Extended beyond original timeline
S1157,Integrated Handicrafts Suraksha Yojana,Ministry of Rural Development,Research,1963,Persons with Disability,12830,5827,All States,10277.69,Active,Tax Benefits,Children,30+,Online,30.6,497080,412027,1976,Yes,Yes,Yes,MoHUA,Subsumed into larger mission
S1158,Pradhan Mantri Afforestation Nidhi,Ministry of Science and Technology,Housing,1968,Fishers,87164,,All States,11184.98,Under Review,Cash Incentive,Women/Children,21-45,Multiple,65.3,495770,441680,5,No,Yes,Yes,DFPD,Budget revised upward
S1159,Samagra Juvenile Justice Initiative,Ministry of Textiles,Scholarships,2004,Unorganised Workers,154936,77400,All States,507.44,Active,Fellowship,Women,Jun-14,Online,38.6,288787,257133,Ongoing,Yes,No,No,NDDB,Pilot phase
S1160,State Malaria Control Sinchai Yojana,Ministry of Textiles,Child Development,1998,BPL Families,,,All States,9001.33,Under Review,In-Kind,Women/Children,All Ages,Online,73.4,315936,280527,2030,Yes,No,No,NABARD,State-level implementation
S1161,Central Cultural Promotion Initiative,Department of Personnel,Governance,2015,Artisans,474807,400531,All States,9405.24,Active,Multiple,Women/Children,All Ages,Multiple,65.2,349264,309290,2022,Yes,Yes,No,AAI,COVID-19 relief component
S1162,Swachh Road Construction Rozgar Yojana,Ministry of Women and Child,Digital Infrastructure,1979,Children,385673,293365,All States,2905.52,Active,Savings Scheme,Women,21-35,N/A,88,424937,400763,1989,Yes,Yes,No,MoE,No direct govt budget
S1163,Samagra SC/ST Welfare Awaas Yojana,Ministry of Power,Nutrition,2001,Artisans,495349,312414,All States,13611.23,Under Review,Price Support,SC/OBC,22-35,Online,89.8,32162,29712,11,Yes,Yes,No,DFPD,Data partially available
S1164,Scheme for Girl Child Rozgar Yojana,Ministry of Tribal Affairs,Disaster Relief,2023,All Citizens,355175,316803,All States,1422.72,Closed,Policy,Women/Children,22-35,Online/Offline,81.7,430156,365706,3,Yes,Yes,No,Gram Panchayats,Scheme under review
S1165,PM Climate Change Karyakram,Ministry of Jal Shakti,Scholarships,2000,SC/ST,288439,,All States,,Active,Fellowship,All,21-35,N/A,54.6,434307,351471,2006,No,No,No,DPIIT,No direct govt budget
S1166,Rashtriya Cold Chain Pani Yojana,Ministry of Minority Affairs,Marine Development,2007,Urban Poor,162123,,All States,5160.31,Completed,Savings Scheme,SC/OBC,15-45,N/A,94.7,219188,147862,2014,Yes,No,No,India Post,
S1167,Dr. Ambedkar Senior Citizens Abhiyan,Ministry of Ports,Scholarships,2005,Women,158820,113492,All States,2747.43,Completed,In-Kind,Children,22-35,Multiple,37.8,380232,275315,2013,Yes,No,No,Gram Panchayats,
S1168,Mahatma Gandhi Fertilizer Shakti,Ministry of Minority Affairs,Digital Infrastructure,2016,Artisans,,,32,5102.93,Active,Reimbursement,All,22-35,N/A,74.3,411405,379244,2028,Yes,Yes,No,DPIIT,State-level implementation
S1169,Jan Border Security Urja Yojana,Ministry of Steel,Social Security,1956,OBC,,,All States,12452.76,Active,Infrastructure,SC/OBC,18-40,Offline,37.6,372734,292241,1965,Yes,No,No,SFAC,Data partially available
S1170,National Land Records Jan Vikas,Ministry of Power,Urban Development,1970,All Citizens,90583,45510,2,4576.37,Under Review,Tax Benefits,Women,18-60,Multiple,,353681,302971,2030,Yes,No,No,PFC,COVID-19 relief component
S1171,Mukhyamantri Road Construction Kalyan Yojana,Ministry of Power,Food Security,1977,Urban Poor,103543,50093,All States,11951.31,Under Review,Fellowship,SC/OBC,Jun-14,Multiple,91,476614,374087,1980,No,No,No,REC,New phase announced
S1172,State Textile Development Kalyan Yojana,Department of Personnel,Pension,1955,Pregnant Women,290222,233100,All States,12875.62,Under Review,Tax Benefits,Children,18-60,Online,46.6,284438,220375,1960,Yes,Yes,No,DAC,Budget revised upward
S1173,State Dairy Development Nidhi,Ministry of Environment,Rural Development,2018,Small Entrepreneurs,135240,,13,1024.09,Under Review,Price Support,Children,22-35,Offline,93,473409,427366,4,Yes,No,No,PFRDA,Loan guarantee scheme
S1174,National Fertilizer Kaushal,Ministry of Defence,Child Protection,1966,Persons with Disability,489730,497934,All States,13337.56,Completed,Legal Framework,SC/OBC,18-40,Multiple,77.7,375785,328076,4,Yes,Yes,No,DFPD,State-level implementation
S1175,Rashtriya Drought Relief Yojana,Ministry of Heavy Industries,Insurance,1958,BPL Families,436901,258921,All States,,Under Review,Price Support,Women/Children,15-35,N/A,46,464602,383291,11,No,Yes,Yes,AAI,
S1176,Dr. Ambedkar Micro Finance Awaas Yojana,Ministry of Tribal Affairs,Energy,2012,Migrant Workers,362381,338521,All States,9860.2,Under Review,Fellowship,Women/Children,18-40,Online,82.8,359823,255826,2017,No,Yes,Yes,QCI,
S1177,Integrated Coastal Development Yojana,Ministry of Development of NE,Scholarships,1980,Pregnant Women,157997,82572,All States,2211.39,Active,Training,SC/OBC,0-6,Multiple,65.2,361124,360669,1994,No,Yes,No,SIDBI,Extended beyond original timeline
S1178,Gram Leprosy Elimination Yojana,Ministry of Rural Development,Water,2024,Artisans,352124,366087,All States,8075.94,Active,Savings Scheme,Women,22-35,Multiple,40.1,283012,236244,1,Yes,Yes,Yes,CGTMSE,
S1179,Mission Blindness Shakti,Ministry of Education,Women Empowerment,1992,All Citizens,304630,235033,All States,8478.49,Active,Tax Benefits,Women/Children,30+,Online,62.7,320230,273534,14,Yes,Yes,No,DFPD,
S1180,Deendayal Senior Citizens Yojana,Ministry of Finance,Pension,1985,Students,324034,255797,All States,8714.5,Active,Free Service,All,Jun-18,N/A,87.3,34102,26410,1993,Yes,Yes,No,NHM,Data partially available
S1181,Rajiv Gandhi LED Lighting Samman Nidhi,Ministry of Civil Aviation,Skill Development,1977,Small Entrepreneurs,410218,351091,24,7613.42,Active,Awareness,Women/Children,18+,N/A,30.3,476708,288986,Ongoing,Yes,Yes,No,MeitY,Data partially available
S1182,Samagra Groundwater Conservation Rozgar Yojana,Ministry of Steel,Digital Infrastructure,1952,OBC,112790,69943,All States,7043.14,Active,Subsidy,SC/ST,21-30,Online,57.2,261108,169281,1978,No,Yes,Yes,NHM,Loan guarantee scheme
S1183,Indira Gandhi e-Governance Suraksha Yojana,Ministry of Commerce,Sanitation,2007,Unorganised Workers,149048,91933,All States,7535.73,Closed,Scholarship,Women/Children,21-55,Offline,48.8,147281,137322,2015,Yes,Yes,Yes,DFPD,Extended beyond original timeline
S1184,Mission Startup Support Sadak Yojana,Ministry of Agriculture,Water,1976,Students,362132,143869,24,,Active,Direct Benefit Transfer,Women/Children,18-60,Online,,329880,224223,2024,No,Yes,No,SIDBI,Loan guarantee scheme
S1185,Dr. Ambedkar Seed Development Shiksha Yojana,Ministry of Railways,Digital Infrastructure,1977,Senior Citizens,238966,189308,All States,,Active,In-Kind,Women,Jun-18,Online/Offline,79.1,5968,4799,Ongoing,Yes,Yes,No,AAI,Extended beyond original timeline
S1186,Samagra Seed Development Awaas Yojana,Ministry of Social Justice,Women Empowerment,2018,Unorganised Workers,462813,194992,All States,,Active,Grant,SC/OBC,15-45,Online/Offline,30.1,491253,355887,3,No,No,No,MoTA,Budget revised upward
S1187,State Electric Vehicles Urja Yojana,Ministry of Labour,Infrastructure,1980,Unorganised Workers,139247,140873,All States,14580.13,Under Review,Cash Incentive,Women/Children,Jun-18,Online/Offline,,131868,114362,10,Yes,Yes,No,AAI,
S1188,Swachh Border Security Kaushal,Ministry of Health,Transport,1997,Persons with Disability,299812,109790,All States,14841.59,Active,Direct Benefit Transfer,SC/OBC,18+,Online/Offline,98,231914,169310,2022,Yes,Yes,No,NABARD,
S1189,Mission Sports Infrastructure Mission,Ministry of Development of NE,Urban Development,2015,SC/ST,65550,62970,All States,,Active,Multiple,Women,18+,Multiple,,214004,213341,2017,Yes,No,No,CGWB,State-level implementation
S1190,Central Sports Infrastructure Kalyan Yojana,Ministry of Social Justice,Regional Development,1954,Urban Poor,251652,162130,All States,,Active,Savings Scheme,Women/Children,18-60,Multiple,40.3,236484,190719,2008,No,Yes,No,NHM,COVID-19 relief component
S1191,National Sanitation Awaas Yojana,Ministry of Food,Infrastructure,2000,Students,273300,112069,All States,4592.02,Completed,Cash Incentive,Women/Children,60+,Online/Offline,56.1,112701,98566,2003,Yes,Yes,No,PFC,Scheme under review
S1192,Digital Land Records Shiksha Yojana,Ministry of Minority Affairs,Border Development,1967,All Citizens,413886,,All States,10877.26,Active,Price Support,Children,21-45,N/A,38.7,76637,69217,12,Yes,Yes,No,NeSL,Extended beyond original timeline
S1193,Jan Child Nutrition Shiksha Yojana,PMO,Skill Development,1973,OBC,319826,162573,All States,772.81,Active,Grant,SC/ST,Jun-14,Online,74.3,193620,189471,1982,No,Yes,No,SIDBI,
S1194,Integrated Horticulture Initiative,Department of Personnel,Agriculture,1960,Pregnant Women,231295,194844,All States,3684.71,Active,Savings Scheme,Women,16-59,Multiple,65.1,469252,306881,Ongoing,Yes,Yes,No,NSIC,Subsumed into larger mission
S1195,Integrated Handicrafts Initiative,Ministry of Tourism,Transport,2021,All Citizens,271389,169229,All States,2974.12,Active,In-Kind,Women,22-35,Multiple,60.1,50051,42393,Ongoing,Yes,No,No,NRLM,State-level implementation
S1196,Pradhan Mantri Climate Change Yojana,Ministry of Sports,Child Development,1985,Children,302012,135909,All States,,Completed,Pension Scheme,Children,18-70,Online/Offline,52,357565,260546,9,No,No,No,LIC,State-level implementation
S1197,Mission Child Nutrition Scheme,Ministry of Tourism,Tourism,2013,BPL Families,78743,52624,All States,,Active,Price Support,Children,Jun-18,Offline,95.6,169072,113570,2026,Yes,Yes,No,DAHD,Self-funded contributory
S1198,National Leather Industry Kaushal,NITI Aayog,Infrastructure,2017,Artisans,95484,,All States,6985.73,Active,Legal Framework,Women/Children,0-18,Offline,53.8,276774,247930,7,Yes,Yes,No,NSDC,
S1199,Indira Gandhi Minority Welfare Yojana,Ministry of Home Affairs,Child Development,2016,Urban Poor,138305,93009,All States,,Closed,Policy,All,18-70,Online/Offline,88.7,72276,72135,13,No,Yes,No,NeSL,State-level implementation
S1200,Mukhyamantri TB Eradication Kaushal,NITI Aayog,Water,1994,Persons with Disability,77154,64800,All States,,Active,Scholarship,SC/ST,22-35,Online/Offline,42.8,100503,74265,2017,Yes,Yes,No,UIDAI,Missing beneficiary data
S1201,National Cultural Promotion Kalyan Yojana,Ministry of Sports,Border Development,1995,Migrant Workers,277260,220574,All States,1601.53,Completed,Tax Benefits,All,60+,N/A,39.8,101336,,2020,Yes,Yes,No,SAI,COVID-19 relief component
S1202,State Women Safety Sadak Yojana,Ministry of Finance,Manufacturing,2021,Youth,314606,131950,All States,9893.33,Active,Savings Scheme,SC/ST,21-30,Online,58.3,78921,63858,2024,Yes,No,No,NFDB,Discontinued after 2020
S1203,Bharat Persons with Disability Kaushal,Ministry of Agriculture,Scholarships,1976,OBC,465457,248714,All States,6253.44,Under Review,Wage Employment,SC/OBC,Jun-14,Online/Offline,89.1,468575,430481,1999,Yes,Yes,No,EPFO,Subsumed into larger mission
S1204,Gram Waste Management Yojana,Ministry of Shipping,Women Empowerment,1984,BPL Families,444804,451009,All States,3878.86,Active,Awareness,All,18-60,Multiple,39.1,178894,170304,2004,Yes,Yes,No,MoHFW,Loan guarantee scheme
S1205,Jan Watershed Development Programme,Ministry of Housing,Agriculture,2012,Migrant Workers,247352,124424,All States,9262.29,Completed,Multiple,SC/OBC,18-40,Multiple,42.7,350635,305932,6,Yes,No,Yes,CGWB,Extended beyond original timeline
S1206,State Maternal Health Pani Yojana,Ministry of Defence,Employment,1953,SC/ST,138535,57070,All States,,Under Review,Tax Benefits,Women/Children,Jun-18,Online,80.2,21820,19719,1960,No,Yes,No,DoSJE,
S1207,Digital Flood Relief Abhiyan,Ministry of AYUSH,Water,2024,Unorganised Workers,306953,190161,22,10146.6,Active,Tax Benefits,SC/ST,60+,Multiple,62.8,41614,32919,Ongoing,Yes,Yes,No,NMCG,New phase announced
S1208,Pradhan Mantri Crop Insurance Shiksha Yojana,Ministry of Civil Aviation,Pension,1980,Migrant Workers,114392,,All States,12777.46,Active,Digital Platform,SC/ST,18-70,Multiple,36.2,192996,159588,Ongoing,No,No,No,NHAI,Merged with another scheme
S1209,Rajiv Gandhi Cancer Care Jan Vikas,Ministry of Jal Shakti,Tourism,2014,Rural Poor,1128,1122,All States,10448.88,Under Review,Training,Women,18+,Offline,70.5,284366,206291,Ongoing,No,Yes,Yes,CGWB,
S1210,Bharat Cancer Care Shiksha Yojana,Ministry of Railways,Organic Farming,2012,Small Entrepreneurs,334577,105730,13,2416.21,Active,Legal Framework,SC/ST,21-30,Online,82.6,127164,120931,2022,Yes,Yes,Yes,WCD,Merged with another scheme
S1211,Rashtriya Export Promotion Kalyan Yojana,Ministry of Tribal Affairs,Scholarships,2012,Pregnant Women,427328,259796,9,10128.64,Active,Fellowship,Children,0-18,Multiple,49.2,296348,287455,2016,No,Yes,No,MoHUA,Missing beneficiary data
S1212,Central Leather Industry Urja Yojana,Ministry of Fisheries,Manufacturing,2020,BPL Families,58466,31058,All States,4072.47,Active,Tax Benefits,Women,18-45,N/A,51.2,275403,177605,15,Yes,No,Yes,DFPD,Self-funded contributory
S1213,Swachh Child Nutrition Yojana,Ministry of Social Justice,Tourism,2020,OBC,38352,16700,23,13356.37,Active,Training,SC/ST,18-60,N/A,76,40144,32816,6,Yes,No,No,Banks,No direct govt budget
S1214,Mahatma Gandhi Fertilizer Jan Vikas,Ministry of Commerce,Scholarships,1960,All Citizens,290151,,36,5944.96,Active,Policy,Children,15-35,Offline,51.3,396175,359536,4,No,Yes,No,NPCI,State-level implementation
S1215,Gram Child Nutrition Nidhi,Ministry of Railways,Livelihood,2005,Urban Poor,271223,283461,All States,13722.64,Completed,Infrastructure,All,60+,Offline,,98962,81659,6,No,No,No,UIDAI,Data partially available
S1216,Mahatma Gandhi Fisheries Development Kaushal,Ministry of Housing,Pension,2016,Migrant Workers,,,All States,5824.6,Closed,Training,Women,15-35,Online,54.4,246751,220784,2026,Yes,Yes,No,REC,
S1217,Central e-Governance Initiative,Ministry of New Energy,Credit,1955,Tribal Communities,482620,216622,All States,1948.37,Completed,Subsidy,All,18+,Offline,62.1,86786,74935,1995,Yes,Yes,No,MoTA,New phase announced
S1218,Indira Gandhi Skill Upgradation Abhiyan,Ministry of Civil Aviation,Rural Development,2004,Persons with Disability,205439,80289,All States,14593.01,Active,Fellowship,Women/Children,Jun-14,N/A,77.2,188306,155640,2030,No,Yes,Yes,NPCI,Merged with another scheme
S1219,Pradhan Mantri Leather Industry Suraksha Yojana,Department of Personnel,Rural Development,1953,OBC,99983,63341,All States,,Active,Awareness,All,15-35,Offline,38,337172,285547,2009,Yes,Yes,No,PMO,
